timestamp_utc,user_language,model,transcript_original,transcript_english,latency_s,audio_path,notes
2026-05-23T09:01:35Z,zh,Google SR,停止自动化,Stop automation,2.7834,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T09:01:54Z,en,Google SR,please take screenshot,please take screenshot,1.0944,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T09:02:24Z,zh,Google SR,截图,screenshot,1.8371,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T09:05:51Z,en,Google SR,what is the meaning of life,what is the meaning of life,1.1164,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T09:06:20Z,en,Google SR,what is 1 + 1,what is 1 + 1,1.0551,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T09:10:04Z,en,Google SR,1 + 1 = what,1 + 1 = what,1.3162,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T09:11:51Z,en,Google SR,3 / 2 =,3 / 2 =,1.4809,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T09:12:16Z,zh,Google SR,三乘九等于多少,What is three times nine?,3.1204,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T10:19:31Z,en,Google SR,please open WhatsApp,please open WhatsApp,1.8823,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T10:19:43Z,en,Google SR,search user PG,search user PG,1.4043,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T10:19:53Z,en,Google SR,stop automation,stop automation,1.2261,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T15:45:02Z,en,Google SR,good day what is 15 /,good day what is 15 /,0.7930,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T15:45:18Z,en,Google SR,good day what is the result of 15 / 9,good day what is the result of 15 / 9,0.6647,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T15:45:47Z,zh,Google SR,三乘五等于多少,What is three times five?,2.8570,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:01:22Z,zh,Google SR,五乘15等于多少,What is five times 15?,1.8921,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:01:39Z,zh,Google SR,75除2等于多少,What is 75 divided by 2?,2.0504,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:01:54Z,en,Google SR,what is the answer for 5 / 3,what is the answer for 5 / 3,0.7722,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:02:07Z,en,Google SR,open WhatsApp,open WhatsApp,0.3967,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:02:19Z,en,Google SR,Select second chat,Select second chat,0.6047,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:02:28Z,en,Google SR,stop operation,stop operation,0.3612,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:02:46Z,zh,Google SR,请打开聊天应用,Please open the chat app,1.1302,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:03:00Z,zh,Google SR,选择第2个聊天,Choose the 2nd chat,1.2708,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:03:17Z,zh,Google SR,选择第2个聊天,Choose the 2nd chat,1.4803,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:03:33Z,zh,Google SR,搜索用户PG,Search user PG,1.2832,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:03:46Z,zh,Google SR,选择第一个聊天,Choose the first chat,2.4496,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:03:57Z,zh,Google SR,选择第2个聊天,Choose the 2nd chat,1.2099,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:04:12Z,zh,Google SR,停止自动化,Stop automation,0.9921,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:24:14Z,en,Google SR,please open Google Maps,please open Google Maps,0.4372,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:24:32Z,en,Google SR,,,0.1951,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript;empty_transcript
2026-05-23T16:24:38Z,en,Google SR,search for Melaka,search for Melaka,0.4274,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:24:47Z,en,Google SR,stop automation,stop automation,0.4791,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:31:28Z,en,Google SR,please open YouTube,please open YouTube,0.8003,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:31:41Z,en,Google SR,search for Justin,search for Justin,0.3473,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:31:53Z,en,Google SR,what is 3 + 3,what is 3 + 3,0.8101,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:32:05Z,en,Google SR,stop automation,stop automation,0.4070,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:38:49Z,en,Google SR,could you please open YouTube,could you please open YouTube,0.4061,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:39:04Z,en,Google SR,,,0.3917,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript;empty_transcript
2026-05-23T16:39:09Z,en,Google SR,search Justin Bieber daisies,search Justin Bieber daisies,0.4877,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:39:21Z,en,Google SR,stop automation,stop automation,0.3950,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:39:43Z,en,Google SR,good morning how are you today,good morning how are you today,0.5087,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:40:13Z,zh,Google SR,请打开聊天机器,Please open the chat machine,2.6566,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:40:26Z,zh,Google SR,,,0.5419,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript;empty_transcript
2026-05-23T16:40:32Z,zh,Google SR,,,0.4199,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript;empty_transcript
2026-05-23T16:40:40Z,zh,Google SR,搜索什么是AI,Search What is AI,2.4432,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:40:52Z,zh,Google SR,停止自动化,Stop automation,0.8666,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:41:13Z,en,Google SR,please open Google News,please open Google News,0.3961,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:41:24Z,en,Google SR,what is,what is,0.3607,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:41:37Z,en,Google SR,what is 1 + 1,what is 1 + 1,0.4637,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:41:50Z,en,Google SR,search for news in Malaysia,search for news in Malaysia,0.6476,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:41:58Z,en,Google SR,stop automation,stop automation,0.3876,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:42:13Z,en,Google SR,what is 1 + 1,what is 1 + 1,0.4273,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:42:27Z,en,Google SR,please open YouTube,please open YouTube,0.3954,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:42:40Z,en,Google SR,stop automation,stop automation,0.7726,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:43:00Z,en,Google SR,please open YouTube,please open YouTube,0.5025,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:43:12Z,en,Google SR,search for Justin Bieber,search for Justin Bieber,0.6444,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:43:23Z,en,Google SR,play first,play first,0.3575,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:43:34Z,en,Google SR,stop automation,stop automation,0.3769,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:43:55Z,zh,Google SR,请打开油管,Please open the oil pipe,1.5843,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:44:10Z,zh,Google SR,搜索周杰伦,Search Jay Chou,2.3134,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:44:24Z,zh,Google SR,播放第一个,play first,1.8297,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:44:38Z,zh,Google SR,暂停音乐,Pause music,2.3717,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:44:47Z,zh,Google SR,停止自动化,Stop automation,0.8742,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:45:06Z,zh,Google SR,请打开聊天应用,Please open the chat app,1.5077,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:45:19Z,zh,Google SR,,,0.3757,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript;empty_transcript
2026-05-23T16:45:26Z,zh,Google SR,清除搜索,Clear search,1.5215,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:45:39Z,zh,Google SR,选择第一个聊天,Choose the first chat,2.0305,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:45:50Z,zh,Google SR,选择第二个聊天,Choose a second chat,1.7905,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:46:03Z,zh,Google SR,输入你好吗,Enter how are you?,2.5380,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:46:15Z,zh,Google SR,清空消息,Clear messages,2.5233,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:46:27Z,zh,Google SR,输入好的没问题,No problem if you enter it,2.1530,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:46:36Z,zh,Google SR,,,0.4880,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript;empty_transcript
2026-05-23T16:46:42Z,zh,Google SR,停止自动化,Stop automation,1.1420,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:46:54Z,en,Google SR,please open WhatsApp,please open WhatsApp,0.3892,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:47:05Z,en,Google SR,Select second chat,Select second chat,0.4718,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:47:14Z,en,Google SR,how are you today,how are you today,0.4215,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:47:27Z,en,Google SR,please type how are you today,please type how are you today,0.5577,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:47:35Z,en,Google SR,,,0.3382,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript;empty_transcript
2026-05-23T16:47:41Z,en,Google SR,clear message,clear message,0.4143,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:47:49Z,en,Google SR,please type I'm fine thank you,please type I'm fine thank you,0.4890,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:47:58Z,en,Google SR,clear message,clear message,0.4108,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:48:07Z,en,Google SR,search user PG,search user PG,0.7213,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:48:17Z,en,Google SR,stop automation,stop automation,0.4498,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:48:28Z,zh,Google SR,请打开聊天应用,Please open the chat app,1.0426,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:48:43Z,zh,Google SR,搜索用户好的没问题,No problem if the search user is good,1.8515,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:48:54Z,zh,Google SR,清除搜索,Clear search,1.2465,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:49:07Z,zh,Google SR,选择第三个聊天,Choose third chat,2.4343,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:49:18Z,zh,Google SR,输入不错哦,Good input,1.4307,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:49:29Z,zh,Google SR,清空消息,Clear messages,1.3611,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:49:40Z,zh,Google SR,输入我现在在用一个机器和你聊天,Enter I am now chatting with you using a machine,1.9493,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:49:50Z,zh,Google SR,清空消息,Clear messages,0.8386,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:50:02Z,zh,Google SR,什么是三家三等于多少,What is three families and how much is three?,1.7074,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:50:17Z,zh,Google SR,停止自动化,Stop automation,0.9852,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:51:15Z,zh,Google SR,五X等于多少,What is five X equal to?,2.1564,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:51:33Z,zh,Google SR,五X等于多少,What is five X equal to?,1.2790,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:51:51Z,zh,Google SR,三家三等于多少,What is the value of three families and three?,2.0780,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:52:13Z,zh,Google SR,一加一等于多少,What is one plus one equal to?,2.3891,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:52:28Z,zh,Google SR,删除5等于多少,What is the value of deleting 5?,2.0652,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:52:47Z,en,Google SR,,,0.5377,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript;empty_transcript
2026-05-23T16:52:57Z,en,Google SR,,,0.4870,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript;empty_transcript
2026-05-23T16:53:44Z,en,Google SR,,,0.5018,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript;empty_transcript
2026-05-23T16:54:09Z,zh,Google SR,一加五等于多少,What is one plus five?,1.6262,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:54:22Z,en,Google SR,what is 3 * 3,what is 3 * 3,0.5798,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:54:34Z,en,Google SR,please open WhatsApp,please open WhatsApp,0.7171,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:54:45Z,en,Google SR,Select second chat,Select second chat,0.5445,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:54:56Z,en,Google SR,select first chat,select first chat,0.9843,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:55:05Z,en,Google SR,stop automation,stop automation,0.5253,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:55:19Z,en,Google SR,what is today's date,what is today's date,0.4246,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:55:34Z,zh,Google SR,现在是什么时间,what time is it now,2.6982,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:55:48Z,zh,Google SR,今天是什么日期,what date is today,1.2914,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:56:01Z,zh,Google SR,打开谷歌地图,Open Google Maps,1.5043,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:56:17Z,zh,Google SR,搜索马来西亚新闻,Search Malaysia News,2.2768,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:56:27Z,zh,Google SR,停止自动化,Stop automation,0.9042,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:57:01Z,en,Google SR,what time is now,what time is now,0.4538,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:57:14Z,en,Google SR,what is today's date,what is today's date,0.3466,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:57:41Z,en,Google SR,open my downloads,open my downloads,0.6032,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:58:05Z,en,Google SR,what is the meaning of computer science,what is the meaning of computer science,0.5030,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:58:23Z,en,Google SR,can you explain what is the meaning of computer science,can you explain what is the meaning of computer science,0.6276,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:58:49Z,en,Google SR,please open Google News,please open Google News,0.3799,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:59:00Z,en,Google SR,search for news in Malaysia,search for news in Malaysia,0.7091,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-23T16:59:09Z,en,Google SR,stop automation,stop automation,0.4878,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T05:03:42Z,en,Google SR,good morning please open gesture control,good morning please open gesture control,0.5782,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T05:04:46Z,en,Google SR,what is 1 + 1,what is 1 + 1,0.3999,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T05:06:56Z,en,Google SR,,,0.3681,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript;empty_transcript
2026-05-24T05:24:47Z,en,Google SR,please open gesture control,please open gesture control,0.6926,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T05:25:29Z,en,Google SR,,,3.2896,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript;empty_transcript
2026-05-24T05:26:05Z,en,Google SR,hi please open gesture control,hi please open gesture control,0.5961,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T05:26:56Z,en,Google SR,hello please open WhatsApp,hello please open WhatsApp,0.4267,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T05:27:07Z,en,Google SR,select first chat,select first chat,0.5283,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T05:27:16Z,en,Google SR,stop automation,stop automation,0.4265,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T05:29:17Z,en,Google SR,,,0.2084,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript;empty_transcript
2026-05-24T05:29:42Z,en,Google SR,good morning,good morning,0.3051,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T05:30:22Z,zh,Google SR,请打开手势控制,Please turn on gesture control,1.6952,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T06:15:37Z,en,Google SR,good morning how are you today,good morning how are you today,0.4737,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T06:22:48Z,en,Google SR,please open WhatsApp,please open WhatsApp,0.5104,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T06:23:00Z,en,Google SR,open gesture control,open gesture control,0.4179,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T07:24:17Z,en,Google SR,,,0.4561,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript;empty_transcript
2026-05-24T07:24:53Z,en,Google SR,good morning could you open gesture control,good morning could you open gesture control,0.5746,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T07:34:50Z,en,Google SR,good morning please open WhatsApp,good morning please open WhatsApp,0.5759,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T07:35:02Z,en,Google SR,stop automation,stop automation,0.7818,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T07:58:09Z,en,Google SR,good morning how are you,good morning how are you,0.4216,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T08:12:28Z,en,Google SR,,,0.4595,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript;empty_transcript
2026-05-24T08:13:45Z,en,Google SR,,,0.2119,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript;empty_transcript
2026-05-24T08:13:54Z,en,Google SR,good morning please open WhatsApp,good morning please open WhatsApp,0.5764,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T08:14:06Z,en,Google SR,Select second chat,Select second chat,0.4727,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T08:14:15Z,en,Google SR,stop operation,stop operation,0.4350,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T15:30:57Z,en,Google SR,hi good morning what is 3 * 3,hi good morning what is 3 * 3,0.7242,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T15:35:49Z,en,Google SR,please open WhatsApp,please open WhatsApp,0.4479,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T15:36:01Z,en,Google SR,Select second chat,Select second chat,0.7308,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T15:36:09Z,en,Google SR,select first chat,select first chat,0.5795,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T15:36:18Z,en,Google SR,send message,send message,0.4391,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T15:36:26Z,en,Google SR,stop automation,stop automation,0.4383,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T15:41:51Z,en,Google SR,hi there what is 1 / 5,hi there what is 1 / 5,0.8721,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T15:43:51Z,en,Google SR,,,0.4241,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript;empty_transcript
2026-05-24T15:44:04Z,zh,Google SR,请问什么是数据科学,What is data science?,1.8583,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T15:44:29Z,zh,Google SR,解释数据科学,Data science explained,2.2032,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T15:45:10Z,zh,Google SR,你好可以和我聊天吗,"Hello, can you chat with me?",2.3443,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-24T15:45:37Z,zh,Google SR,一加一等于多少,What is one plus one equal to?,1.2968,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
