id,user,timestamp,action,status,response_time,cpu_utilization,memory_usage
240,Lee,2026-05-24T00:14:33.072+08:00,Gesture Control: Pinch gestures,ok,0.43,7.7580,3.1355
241,Lee,2026-05-24T00:24:23.628+08:00,Voice Assistant: Please open Google Maps,ok,1123.94,6.6290,4.2216
242,Lee,2026-05-24T00:24:41.999+08:00,Voice Assistant: Search for Melaka,ok,1498.97,9.6213,8.5827
243,Lee,2026-05-24T00:24:50.614+08:00,Voice Assistant: Stop automation,ok,1002.90,53.1254,16.1688
244,Lee,2026-05-24T00:31:05.944+08:00,Gesture Control: Double click,ok,6.32,23.9126,1.7862
245,Lee,2026-05-24T00:31:35.575+08:00,Voice Assistant: Please open YouTube,ok,2103.40,24.8480,5.1558
246,Lee,2026-05-24T00:31:47.005+08:00,Voice Assistant: Search for Justin,ok,2130.48,22.5424,7.7675
247,Lee,2026-05-24T00:31:59.995+08:00,Voice Assistant: What is 3 + 3,ok,2334.45,5.8565,4.2612
248,Lee,2026-05-24T00:32:08.178+08:00,Voice Assistant: Stop automation,ok,1285.35,11.3538,7.4334
249,Lee,2026-05-24T00:36:31.372+08:00,Gesture Control: Zoom gestures,ok,2.36,14.3828,12.1604
250,Lee,2026-05-24T00:36:37.046+08:00,Gesture Control: Pinch gestures,ok,10.26,23.0872,2.0700
251,Lee,2026-05-24T00:36:45.206+08:00,Gesture Control: Cursor movement,ok,11.24,22.1325,2.8504
252,Lee,2026-05-24T00:36:49.463+08:00,Gesture Control: Right-click,ok,8.03,14.5533,10.6996
253,Lee,2026-05-24T00:36:54.575+08:00,Gesture Control: Pinch gestures,ok,6.52,21.0102,6.0906
254,Lee,2026-05-24T00:38:55.187+08:00,Voice Assistant: Could you please open YouTube,ok,3059.99,9.1391,10.5772
255,Lee,2026-05-24T00:39:15.512+08:00,Voice Assistant: Search Justin Bieber daisies,ok,1646.35,3.3848,17.5082
256,Lee,2026-05-24T00:39:23.892+08:00,Voice Assistant: Stop automation,ok,1950.21,31.3588,14.8501
257,Lee,2026-05-24T00:39:56.557+08:00,Voice Assistant: Good morning how are you today,ok,1201.21,59.5543,5.3326
258,Lee,2026-05-24T00:40:20.962+08:00,Voice Assistant: 请打开聊天机器,ok,475.05,55.3915,8.9999
259,Lee,2026-05-24T00:40:46.200+08:00,Voice Assistant: 搜索什么是AI,ok,2838.24,50.6723,16.9954
260,Lee,2026-05-24T00:40:56.071+08:00,Voice Assistant: 停止自动化,ok,2309.16,15.5574,3.3531
261,Lee,2026-05-24T00:41:19.286+08:00,Voice Assistant: Please open Google News,ok,2137.28,41.7928,14.1625
262,Lee,2026-05-24T00:41:32.046+08:00,Voice Assistant: What is,ok,1999.76,31.3432,6.8985
263,Lee,2026-05-24T00:41:44.546+08:00,Voice Assistant: What is 1 + 1,ok,1447.01,25.4789,9.4082
264,Lee,2026-05-24T00:41:53.401+08:00,Voice Assistant: Search for news in Malaysia,ok,1300.67,38.6456,12.7015
265,Lee,2026-05-24T00:42:01.386+08:00,Voice Assistant: Stop automation,ok,473.33,58.3337,11.8386
266,Lee,2026-05-24T00:42:17.566+08:00,Voice Assistant: What is 1 + 1,ok,218.19,64.5045,5.9889
267,Lee,2026-05-24T00:42:34.398+08:00,Voice Assistant: Please open YouTube,ok,1154.89,18.1852,15.4966
268,Lee,2026-05-24T00:42:43.150+08:00,Voice Assistant: Stop automation,ok,1997.82,21.1805,16.5141
269,Lee,2026-05-24T00:43:06.614+08:00,Voice Assistant: Please open YouTube,ok,1775.39,21.6247,15.3328
270,Lee,2026-05-24T00:43:18.043+08:00,Voice Assistant: Search for Justin Bieber,ok,2274.62,14.4472,5.6175
271,Lee,2026-05-24T00:43:28.448+08:00,Voice Assistant: Play first,ok,1483.70,36.2000,4.7042
272,Lee,2026-05-24T00:43:36.891+08:00,Voice Assistant: Stop automation,ok,687.30,40.0193,16.8445
273,Lee,2026-05-24T00:44:03.384+08:00,Voice Assistant: 请打开油管,ok,550.55,36.1396,12.2516
274,Lee,2026-05-24T00:44:17.735+08:00,Voice Assistant: 搜索周杰伦,ok,2791.68,41.5778,9.5015
275,Lee,2026-05-24T00:44:31.124+08:00,Voice Assistant: 播放第一个,ok,3274.44,64.5695,14.1949
276,Lee,2026-05-24T00:44:41.826+08:00,Voice Assistant: 暂停音乐,ok,2498.05,40.9007,11.3594
277,Lee,2026-05-24T00:44:51.804+08:00,Voice Assistant: 停止自动化,ok,379.85,51.5663,18.4176
278,Lee,2026-05-24T00:45:13.709+08:00,Voice Assistant: 请打开聊天应用,ok,864.37,22.3412,5.3671
279,Lee,2026-05-24T00:45:31.378+08:00,Voice Assistant: 清除搜索,ok,335.50,9.8276,13.6290
280,Lee,2026-05-24T00:45:43.612+08:00,Voice Assistant: 选择第一个聊天,ok,1635.00,56.7388,7.8266
281,Lee,2026-05-24T00:45:55.281+08:00,Voice Assistant: 选择第二个聊天,ok,2599.27,24.1895,11.5172
282,Lee,2026-05-24T00:46:07.771+08:00,Voice Assistant: 输入你好吗,ok,200.32,29.3485,14.7782
283,Lee,2026-05-24T00:46:19.637+08:00,Voice Assistant: 清空消息,ok,374.01,53.4190,12.1125
284,Lee,2026-05-24T00:46:30.919+08:00,Voice Assistant: 输入好的没问题,ok,1600.16,16.9157,15.3345
285,Lee,2026-05-24T00:46:47.002+08:00,Voice Assistant: 停止自动化,ok,3433.39,27.4682,4.3935
286,Lee,2026-05-24T00:46:59.553+08:00,Voice Assistant: Please open WhatsApp,ok,1509.57,60.8671,17.4224
287,Lee,2026-05-24T00:47:08.376+08:00,Voice Assistant: Select second chat,ok,1032.94,22.9229,11.9958
288,Lee,2026-05-24T00:47:21.264+08:00,Voice Assistant: How are you today,ok,999.58,21.2388,5.6000
289,Lee,2026-05-24T00:47:30.218+08:00,Voice Assistant: Please type how are you today,ok,1589.88,8.5099,11.8662
290,Lee,2026-05-24T00:47:44.255+08:00,Voice Assistant: Clear message,ok,3296.86,47.8234,7.1808
291,Lee,2026-05-24T00:47:52.509+08:00,Voice Assistant: Please type I'm fine thank you,ok,1458.49,19.2370,5.5180
292,Lee,2026-05-24T00:48:01.260+08:00,Voice Assistant: Clear message,ok,2779.91,43.2496,4.3349
293,Lee,2026-05-24T00:48:11.242+08:00,Voice Assistant: Search user PG,ok,2085.66,38.2737,18.2419
294,Lee,2026-05-24T00:48:19.828+08:00,Voice Assistant: Stop automation,ok,2721.40,45.0187,8.3359
295,Lee,2026-05-24T00:48:36.174+08:00,Voice Assistant: 请打开聊天应用,ok,2820.78,48.8642,11.6282
296,Lee,2026-05-24T00:48:48.304+08:00,Voice Assistant: 搜索用户好的没问题,ok,3015.52,14.6253,9.7571
297,Lee,2026-05-24T00:49:00.017+08:00,Voice Assistant: 清除搜索,ok,1929.18,49.7205,8.4779
298,Lee,2026-05-24T00:49:11.923+08:00,Voice Assistant: 选择第三个聊天,ok,3466.50,44.3575,17.3786
299,Lee,2026-05-24T00:49:22.680+08:00,Voice Assistant: 输入不错哦,ok,1535.07,60.7274,16.9664
300,Lee,2026-05-24T00:49:33.294+08:00,Voice Assistant: 清空消息,ok,730.44,25.9396,8.1342
301,Lee,2026-05-24T00:49:44.538+08:00,Voice Assistant: 输入我现在在用一个机器和你聊天,ok,1905.51,56.5781,11.1209
302,Lee,2026-05-24T00:49:55.136+08:00,Voice Assistant: 清空消息,ok,1112.44,32.8617,18.2951
303,Lee,2026-05-24T00:50:11.714+08:00,Voice Assistant: 什么是三家三等于多少,ok,568.73,21.8710,3.8660
304,Lee,2026-05-24T00:50:21.754+08:00,Voice Assistant: 停止自动化,ok,1794.67,42.3602,7.9012
305,Lee,2026-05-24T00:51:26.212+08:00,Voice Assistant: 五X等于多少,ok,3391.90,11.3396,11.0028
306,Lee,2026-05-24T00:51:43.509+08:00,Voice Assistant: 五X等于多少,ok,660.21,15.9581,15.6737
307,Lee,2026-05-24T00:52:02.191+08:00,Voice Assistant: 三家三等于多少,ok,884.78,6.5147,17.6872
308,Lee,2026-05-24T00:52:18.708+08:00,Voice Assistant: 一加一等于多少,ok,487.02,5.2197,4.5202
309,Lee,2026-05-24T00:52:38.015+08:00,Voice Assistant: 删除5等于多少,ok,1849.86,14.1881,18.2593
310,Lee,2026-05-24T00:54:13.676+08:00,Voice Assistant: 一加五等于多少,ok,951.17,9.1405,5.9528
311,Lee,2026-05-24T00:54:27.672+08:00,Voice Assistant: What is 3 * 3,ok,2679.13,48.2356,9.3414
312,Lee,2026-05-24T00:54:40.223+08:00,Voice Assistant: Please open WhatsApp,ok,679.14,26.1339,4.2607
313,Lee,2026-05-24T00:54:49.459+08:00,Voice Assistant: Select second chat,ok,3355.75,58.9412,9.1638
314,Lee,2026-05-24T00:54:59.407+08:00,Voice Assistant: Select first chat,ok,20.24,39.1029,4.8140
315,Lee,2026-05-24T00:55:08.038+08:00,Voice Assistant: Stop automation,ok,1750.76,38.9534,3.7410
316,Lee,2026-05-24T00:55:24.841+08:00,Voice Assistant: What is today's date,ok,2752.30,51.7623,11.1871
317,Lee,2026-05-24T00:55:40.539+08:00,Voice Assistant: 现在是什么时间,ok,2304.08,41.5268,17.7644
318,Lee,2026-05-24T00:55:54.046+08:00,Voice Assistant: 今天是什么日期,ok,450.71,67.8723,16.6322
319,Lee,2026-05-24T00:56:09.417+08:00,Voice Assistant: 打开谷歌地图,ok,2639.53,25.3609,18.4631
320,Lee,2026-05-24T00:56:21.531+08:00,Voice Assistant: 搜索马来西亚新闻,ok,1675.27,62.4692,10.8845
321,Lee,2026-05-24T00:56:31.731+08:00,Voice Assistant: 停止自动化,ok,199.16,53.0940,12.9658
322,Lee,2026-05-24T00:57:05.278+08:00,Voice Assistant: What time is now,ok,414.63,51.3408,18.5473
323,Lee,2026-05-24T00:57:20.091+08:00,Voice Assistant: What is today's date,ok,2193.90,11.0839,9.9499
324,Lee,2026-05-24T00:57:50.626+08:00,Voice Assistant: Open my downloads,ok,2199.56,40.9712,5.0941
325,Lee,2026-05-24T00:58:16.319+08:00,Voice Assistant: What is the meaning of computer science,ok,1731.58,45.5810,8.1923
326,Lee,2026-05-24T00:58:39.674+08:00,Voice Assistant: Can you explain what is the meaning of computer science,ok,185.89,39.9963,12.1354
327,Lee,2026-05-24T00:58:54.829+08:00,Voice Assistant: Please open Google News,ok,452.10,55.5085,7.8503
328,Lee,2026-05-24T00:59:03.682+08:00,Voice Assistant: Search for news in Malaysia,ok,3304.04,25.0815,15.7971
329,Lee,2026-05-24T00:59:12.050+08:00,Voice Assistant: Stop automation,ok,2806.49,54.4458,15.9917
330,Lee,2026-05-24T00:59:27.119+08:00,Gesture Control: Pinch gestures,ok,4.31,11.9574,11.6365
331,Lee,2026-05-24T00:59:48.454+08:00,Gesture Control: Cursor movement,ok,7.65,12.8956,10.6438
332,Lee,2026-05-24T01:00:10.017+08:00,Gesture Control: Pinch gestures,ok,11.87,21.3821,7.1678
333,Lee,2026-05-24T01:00:23.998+08:00,Gesture Control: Cursor movement,ok,11.96,5.5928,10.0992
334,Lee,2026-05-24T01:00:36.202+08:00,Gesture Control: Zoom gestures,ok,5.18,20.4757,10.6234
335,Lee,2026-05-24T01:00:43.002+08:00,Gesture Control: Pinch gestures,ok,6.16,18.3473,1.1291
336,Lee,2026-05-24T01:01:07.771+08:00,Gesture Control: Pinch gestures,ok,9.3,4.3827,5.0067
337,Lee,2026-05-24T01:01:28.064+08:00,Gesture Control: Pinch gestures,ok,1.46,24.9887,11.2683
338,Lee,2026-05-24T01:04:24.524+08:00,Gesture Control: Cursor movement,ok,7.04,23.6836,4.7637
339,Lee,2026-05-24T01:04:35.392+08:00,Gesture Control: Cursor movement,ok,8.73,15.0411,3.8855
340,Lee,2026-05-24T01:04:42.856+08:00,Gesture Control: Zoom gestures,ok,9.24,14.3978,7.6497
341,Lee,2026-05-24T13:03:27.975+08:00,Gesture Control: Open voice assistant,ok,2.99,21.2240,11.1441
342,Lee,2026-05-24T13:03:45.273+08:00,Voice Assistant: Good morning please open gesture control,ok,2975.40,21.3237,9.4423
343,Lee,2026-05-24T13:04:50.411+08:00,Voice Assistant: What is 1 + 1,ok,2670.86,4.4088,14.9211
344,Lee,2026-05-24T13:06:46.261+08:00,Gesture Control: Open voice assistant,ok,6.25,10.4667,5.6898
345,Lee,2026-05-24T13:10:49.442+08:00,Gesture Control: Cursor movement,ok,7.91,11.2305,7.1685
346,Lee,2026-05-24T13:24:50.514+08:00,Voice Assistant: Please open gesture control,ok,1057.13,9.2534,14.4787
347,Lee,2026-05-24T13:25:18.489+08:00,Gesture Control: Launch Voice Assistant,ok,1.88,25.4086,1.8975
348,Lee,2026-05-24T13:25:58.729+08:00,Gesture Control: Launch Voice Assistant,ok,6.57,26.8057,7.4409
349,Lee,2026-05-24T13:26:07.624+08:00,Voice Assistant: Hi please open gesture control,ok,232.32,25.4236,4.2639
350,Lee,2026-05-24T13:26:12.029+08:00,Gesture Control: Cursor movement,ok,7.83,16.7852,4.4625
351,Lee,2026-05-24T13:26:50.289+08:00,Gesture Control: Launch Voice Assistant,ok,10.04,19.8496,3.0196
352,Lee,2026-05-24T13:27:01.839+08:00,Voice Assistant: Hello please open WhatsApp,ok,2170.00,20.2322,8.2069
353,Lee,2026-05-24T13:27:10.646+08:00,Voice Assistant: Select first chat,ok,1254.87,36.5297,5.5973
354,Lee,2026-05-24T13:27:18.729+08:00,Voice Assistant: Stop automation,ok,2732.60,66.8740,5.8119
355,Lee,2026-05-24T13:28:42.424+08:00,Gesture Control: Cursor movement,ok,3.24,5.5624,4.9550
356,Lee,2026-05-24T13:28:56.282+08:00,Gesture Control: Cursor movement,ok,7.64,23.7103,2.2851
357,Lee,2026-05-24T13:29:11.932+08:00,Gesture Control: Launch Voice Assistant,ok,3.85,7.5922,3.6816
358,Lee,2026-05-24T13:29:36.020+08:00,Gesture Control: Launch Voice Assistant,ok,0.3,22.6240,10.6127
359,Lee,2026-05-24T13:29:53.050+08:00,Voice Assistant: Good morning,ok,2513.03,14.1856,10.9599
360,Lee,2026-05-24T13:30:26.829+08:00,Voice Assistant: 请打开手势控制,ok,3355.68,39.1520,5.7242
361,Lee,2026-05-24T13:30:36.896+08:00,Gesture Control: Cursor movement,ok,0.84,20.7980,6.9856
362,Lee,2026-05-24T14:15:30.430+08:00,Gesture Control: Launch Voice Assistant,ok,9.4,19.7185,10.8896
363,Lee,2026-05-24T14:15:43.959+08:00,Voice Assistant: Good morning how are you today,ok,1455.87,39.7520,16.8520
364,Lee,2026-05-24T14:22:54.890+08:00,Voice Assistant: Please open WhatsApp,ok,352.05,68.5479,7.0015
365,Lee,2026-05-24T14:23:03.508+08:00,Voice Assistant: Open gesture control,ok,2485.98,29.1723,13.4106
366,Lee,2026-05-24T14:23:10.724+08:00,Gesture Control: Cursor movement,ok,5.14,10.0135,8.6922
367,Lee,2026-05-24T15:03:22.257+08:00,Gesture Control: Cursor movement,ok,9.61,22.6122,1.4755
368,Lee,2026-05-24T15:04:05.547+08:00,Gesture Control: Cursor movement,ok,2.28,4.3039,2.3996
369,Lee,2026-05-24T15:04:31.602+08:00,Gesture Control: Pinch gestures,ok,8.96,18.6213,1.5774
370,Lee,2026-05-24T15:08:33.790+08:00,Gesture Control: Cursor movement,ok,3.37,12.8275,4.2041
371,Lee,2026-05-24T15:09:41.588+08:00,Gesture Control: Cursor movement,ok,3.83,17.3047,6.0736
372,Lee,2026-05-24T15:15:15.522+08:00,Gesture Control: Cursor movement,ok,3.73,13.9391,10.3376
373,Lee,2026-05-24T15:17:00.456+08:00,Gesture Control: Cursor movement,ok,3.28,4.9109,7.4783
374,Lee,2026-05-24T15:21:55.150+08:00,Gesture Control: Cursor movement,ok,3.21,18.6976,10.8207
375,Lee,2026-05-24T15:23:45.043+08:00,Gesture Control: Cursor movement,ok,3.65,6.6275,1.4045
376,Lee,2026-05-24T15:23:55.231+08:00,Gesture Control: Launch Voice Assistant,ok,6.9,6.2025,2.0776
377,Lee,2026-05-24T15:24:47.094+08:00,Gesture Control: Launch Voice Assistant,ok,8.2,11.5747,6.1390
378,Lee,2026-05-24T15:24:55.905+08:00,Voice Assistant: Good morning could you open gesture control,ok,2352.42,60.8625,17.8095
379,Lee,2026-05-24T15:25:09.070+08:00,Gesture Control: Cursor movement,ok,1.79,7.0395,9.6748
380,Lee,2026-05-24T15:25:49.437+08:00,Gesture Control: Cursor movement,ok,2.9,15.4355,7.2624
381,Lee,2026-05-24T15:33:02.443+08:00,Gesture Control: Cursor movement,ok,9.95,26.2584,10.7967
382,Lee,2026-05-24T15:33:27.804+08:00,Gesture Control: Cursor movement,ok,0.36,8.0203,7.0355
383,Lee,2026-05-24T15:34:01.247+08:00,Gesture Control: Cursor movement,ok,11.83,20.0203,11.8447
384,Lee,2026-05-24T15:34:34.044+08:00,Gesture Control: Launch Voice Assistant,ok,8.52,13.6110,11.5167
385,Lee,2026-05-24T15:34:56.322+08:00,Voice Assistant: Good morning please open WhatsApp,ok,3090.02,22.7846,4.2145
386,Lee,2026-05-24T15:35:05.052+08:00,Voice Assistant: Stop automation,ok,2580.80,35.0968,9.8947
387,Lee,2026-05-24T15:39:45.941+08:00,Gesture Control: Cursor movement,ok,4.08,11.1225,2.3144
388,Lee,2026-05-24T15:40:33.246+08:00,Gesture Control: Cursor movement,ok,1.77,7.1725,5.2312
389,Lee,2026-05-24T15:46:30.935+08:00,Gesture Control: Cursor movement,ok,6.09,7.3325,6.54
390,Lee,2026-05-24T15:47:34.121+08:00,Gesture Control: Cursor movement,ok,6.012,11.1225,12.2312
391,Lee,2026-05-24T15:53:37.817+08:00,Gesture Control: Cursor movement,ok,0.09,4.1335,5.2357
392,Lee,2026-05-24T15:54:26.134+08:00,Gesture Control: Cursor movement,ok,3.08,5.1195,2.2112
393,Lee,2026-05-24T15:55:17.209+08:00,Gesture Control: Cursor movement,ok,5.11,7.24425,8.4567
394,Lee,2026-05-24T15:55:37.868+08:00,Gesture Control: Cursor movement,ok,6.08,7.1225,5.2312
395,Lee,2026-05-24T15:56:28.311+08:00,Gesture Control: Session ended,ok,0.12,6.1315,11.2589
396,Lee,2026-05-24T15:57:11.124+08:00,Gesture Control: Cursor movement,ok,4.55,10.1315,6.2385
397,Lee,2026-05-24T15:57:53.794+08:00,Gesture Control: Launch Voice Assistant,ok,0.33,9.1312,11.2333
398,Lee,2026-05-24T15:58:23.255+08:00,Voice Assistant: Good morning how are you,ok,1196.63,8.3003,7.5614
399,Lee,2026-05-24T15:58:41.603+08:00,Gesture Control: Cursor movement,ok,12.34,4.1315,5.2311
400,Lee,2026-05-24T15:59:52.633+08:00,Gesture Control: Cursor movement,ok,0.21,11.1315,7.2359
401,Lee,2026-05-24T16:12:05.513+08:00,Gesture Control: Launch Voice Assistant,ok,0.0959.1321,4.2381,
402,Lee,2026-05-24T16:12:45.917+08:00,Gesture Control: Cursor movement,ok,0.10,9.2215,4.212
403,Lee,2026-05-24T16:13:26.897+08:00,Gesture Control: Cursor movement,ok,0.21,9.1319,5.2380
404,Lee,2026-05-24T16:13:39.341+08:00,Gesture Control: Launch Voice Assistant,ok,0.04,10.1315,3.2389
405,Lee,2026-05-24T16:14:00.362+08:00,Voice Assistant: Good morning please open WhatsApp,ok,596.123,11.3003,15.5614
406,Lee,2026-05-24T16:14:09.487+08:00,Voice Assistant: Select second chat,ok,456.632,10.3003,13.5614
407,Lee,2026-05-24T16:14:17.709+08:00,Voice Assistant: Stop operation,ok,0.07,69.1375,6.2389
408,Lee,2026-05-24T16:15:01.941+08:00,Gesture Control: Cursor movement,ok,0.18,15.1216,3.5297
409,Lee,2026-05-24T23:23:06.523+08:00,Gesture Control: Cursor movement,ok,0.08,9.1315,5.2389
410,Lee,2026-05-24T23:30:22.638+08:00,Gesture Control: Cursor movement,ok,0.07,15.1993,0.9434
411,Lee,2026-05-24T23:30:32.433+08:00,Gesture Control: Pinch gestures,ok,0.07,13.4093,0.9379
412,Lee,2026-05-24T23:30:39.872+08:00,Gesture Control: Launch Voice Assistant,ok,,17.1210,0.9511
413,Lee,2026-05-24T23:31:03.254+08:00,Voice Assistant: Hi good morning what is 3 * 3,ok,592.60,10.0435,3.4615
414,Lee,2026-05-24T23:35:43.345+08:00,Gesture Control: Launch Voice Assistant,ok,,22.0822,3.5843
415,Lee,2026-05-24T23:35:55.127+08:00,Voice Assistant: Please open WhatsApp,ok,275.85,16.8814,3.6615
416,Lee,2026-05-24T23:36:04.124+08:00,Voice Assistant: Select second chat,ok,472.46,16.5422,3.6620
417,Lee,2026-05-24T23:36:12.906+08:00,Voice Assistant: Select first chat,ok,467.60,18.9082,3.6620
418,Lee,2026-05-24T23:36:20.748+08:00,Voice Assistant: Send message,ok,264.31,16.1226,3.6620
419,Lee,2026-05-24T23:36:28.720+08:00,Voice Assistant: Stop automation,ok,7.08,14.7415,3.6619
420,Lee,2026-05-24T23:40:54.799+08:00,Gesture Control: Zoom gestures,ok,0.07,27.2792,3.7124
421,Lee,2026-05-24T23:41:57.013+08:00,Voice Assistant: Hi there what is 1 / 5,ok,1238.73,9.1193,3.0447
422,Lee,2026-05-24T23:43:26.416+08:00,Gesture Control: Pinch gestures,ok,0.07,13.2189,3.5265
423,Lee,2026-05-24T23:43:34.332+08:00,Gesture Control: Cursor movement,ok,0.07,13.0586,3.5424
424,Lee,2026-05-24T23:44:21.400+08:00,Voice Assistant: 请问什么是数据科学,ok,496.63,11.3003,18.5614
425,Lee,2026-05-24T23:44:39.749+08:00,Voice Assistant: 解释数据科学,ok,802.98,7.3980,18.5664
426,Lee,2026-05-24T23:45:18.956+08:00,Voice Assistant: 你好可以和我聊天吗,ok,3525.07,7.9036,18.6564
427,Lee,2026-05-24T23:45:42.650+08:00,Voice Assistant: 一加一等于多少,ok,1569.64,9.9839,18.6565
428,Lee,2026-05-24T23:46:10.467+08:00,Voice Assistant: 在这个现代社会什么东西最需要,ok,3123.10,7.4474,18.6575
429,Lee,2026-05-24T23:47:26.346+08:00,Voice Assistant: 可以解释科学的来源吗,ok,3057.00,7.4593,18.6587
430,Lee,2026-05-24T23:51:45.325+08:00,Gesture Control: Launch Voice Assistant,ok,0.05,10.7902,0.9270
431,Lee,2026-05-24T23:52:19.975+08:00,Voice Assistant: Explain to me the meaning of life,ok,1186.54,9.1642,3.4473
432,Lee,2026-05-24T23:52:40.735+08:00,Voice Assistant: 解释什么是现代社会需要的东西,ok,1790.97,7.9030,3.4740
433,Lee,2026-05-25T00:02:33.110+08:00,Gesture Control: Launch Voice Assistant,ok,0.09,13.0924,0.9329
434,Lee,2026-05-25T00:02:50.058+08:00,Voice Assistant: Open gesture control,ok,620.98,11.7480,3.4203
435,Lee,2026-05-25T00:02:55.326+08:00,Gesture Control: Cursor movement,ok,0.08,15.1316,3.5296
436,Lee,2026-05-25T00:09:30.969+08:00,Gesture Control: Cursor movement,ok,0.07,14.3211,3.5471
437,Lee,2026-05-25T00:09:39.735+08:00,Gesture Control: Cursor movement,ok,0.08,13.2318,3.5602
438,Lee,2026-05-25T00:35:43.911+08:00,Gesture Control: Cursor movement,ok,0.09,14.6843,3.6017
439,Lee,2026-05-25T00:35:49.086+08:00,Gesture Control: Launch Voice Assistant,ok,0.07,17.3051,3.6133
440,Lee,2026-05-25T00:36:00.953+08:00,Voice Assistant: Please open WhatsApp,ok,2757.16,12.6682,3.6909
441,Lee,2026-05-25T00:36:13.628+08:00,Voice Assistant: Select second,ok,625.59,12.1012,3.6932
442,Lee,2026-05-25T00:36:22.363+08:00,Voice Assistant: Select second chat,ok,999.93,15.1863,3.6936
443,Lee,2026-05-25T00:36:30.437+08:00,Voice Assistant: Stop automation,ok,415.12,17.5591,3.6934
444,Lee,2026-05-25T11:53:52.892+08:00,Gesture Control: Launch Voice Assistant,ok,0.08,14.2941,0.9317
445,Lee,2026-05-25T11:54:16.866+08:00,Voice Assistant: Good morning please open WhatsApp,ok,2890.59,12.3539,3.5048
446,Lee,2026-05-25T11:54:25.714+08:00,Voice Assistant: Select first chat,ok,967.89,18.4549,3.5102
447,Lee,2026-05-25T11:54:33.867+08:00,Voice Assistant: Stop automation,ok,481.96,14.4260,3.5123
448,Lee,2026-05-25T11:54:44.883+08:00,Voice Assistant: Please open gesture control,ok,792.81,14.4556,3.5127
449,Lee,2026-05-25T11:54:49.539+08:00,Gesture Control: Launch Voice Assistant,ok,0.08,14.0929,3.6197
450,Lee,2026-05-25T11:55:00.914+08:00,Voice Assistant: Good morning what is the date today,ok,593.00,17.6855,3.6073
451,Lee,2026-06-01T10:32:42.871+08:00,Gesture Control: Cursor movement,ok,0.08,13.1366,0.9651
452,Lee,2026-06-01T10:35:00.312+08:00,Gesture Control: Drag and drop,ok,0.06,12.5877,0.9644
453,Lee,2026-06-01T10:36:24.741+08:00,Voice Assistant: Good morning please open WhatsApp,ok,2810.93,11.6339,3.5698
454,Lee,2026-06-01T10:36:37.463+08:00,Voice Assistant: Stop all the music,ok,469.06,10.7891,3.5767
455,Lee,2026-06-01T10:36:45.657+08:00,Voice Assistant: Stop automation,ok,432.06,10.5768,3.5797
456,Lee,2026-06-01T10:37:49.190+08:00,Voice Assistant: Good morning tell me a story,ok,1108.6,10.6756,18.3493
457,Lee,2026-06-01T10:40:23.966+08:00,Voice Assistant: What is the meaning of life,ok,1143.08,8.7259,18.3530
458,Lee,2026-06-01T10:40:47.783+08:00,Voice Assistant: Explain to me computer science,ok,1016.15,7.6256,18.3533
459,Lee,2026-06-01T10:41:18.130+08:00,Voice Assistant: 你好能和我说个故事吗,ok,2899.92,12.4807,18.3886
460,Lee,2026-06-01T10:41:55.190+08:00,Voice Assistant: 什么是数学体系,ok,2791.69,4.1870,18.4780
461,Lee,2026-06-01T10:42:11.228+08:00,Voice Assistant: 今天是什么时间,ok,1671.48,4.6800,18.4786
462,Lee,2026-06-01T10:42:26.793+08:00,Gesture Control: Cursor movement,ok,0.09,10.5840,18.6451
463,Test,2026-06-01T10:43:46.537+08:00,Voice Assistant: Hello could you tell me a story,ok,1096.42,10.1093,18.6357
464,Test,2026-06-01T10:43:57.634+08:00,Voice Assistant: Good morning what is my name,ok,1152.55,9.1688,18.6360
465,xinpei,2026-06-01T11:24:41.086+08:00,Voice Assistant: Open WhatsApp,ok,2857.43,11.6944,3.1741
466,xinpei,2026-06-01T11:25:09.636+08:00,Voice Assistant: Selected chart,ok,648.20,10.8735,13.5750
467,xinpei,2026-06-01T11:25:18.792+08:00,Voice Assistant: Select third chat,ok,1301.05,17.8307,13.5795
468,xinpei,2026-06-01T11:25:26.952+08:00,Voice Assistant: Type good morning Mum,ok,1229.05,14.3299,13.5813
469,xinpei,2026-06-01T11:25:34.763+08:00,Voice Assistant: Send,ok,776.02,13.8896,13.5814
470,xinpei,2026-06-01T11:25:43.130+08:00,Voice Assistant: Delete the message,ok,1007.08,11.8473,13.5819
471,xinpei,2026-06-01T11:25:51.014+08:00,Voice Assistant: Stop automation,ok,585.33,9.9311,13.5821
472,xinpei,2026-06-01T11:28:00.072+08:00,Voice Assistant: 打开油管,ok,7498.12,24.3435,13.6802
473,xinpei,2026-06-01T11:28:15.251+08:00,Voice Assistant: 搜索周兴哲,ok,6768.26,14.8061,13.6902
474,xinpei,2026-06-01T11:28:39.920+08:00,Voice Assistant: 播放第一个,ok,3595.28,16.6691,13.6884
475,xinpei,2026-06-01T11:28:55.380+08:00,Voice Assistant: 生,ok,1212.83,15.4112,13.6889
476,xinpei,2026-06-01T11:29:05.865+08:00,Voice Assistant: 暂停,ok,2188.71,13.0572,13.6902
477,xinpei,2026-06-01T11:29:16.551+08:00,Voice Assistant: 继续播放并调高音量,ok,2216.95,12.3375,13.6931
478,xinpei,2026-06-01T11:29:27.539+08:00,Voice Assistant: 继续播放啊,ok,2128.78,12.4901,13.6951
