timestamp_utc,language,engine,text_preview,latency_s,output_path,status,note
2026-05-23T16:02:48Z,zh,edge-tts,自动化运行中在 WhatsApp,1.4045,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:03:00Z,zh,edge-tts,未识别该指令。可尝试搜索、播放第一个、暂停，或说停止自动化。,2.8257,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:03:17Z,zh,edge-tts,未识别该指令。可尝试搜索、播放第一个、暂停，或说停止自动化。,1.4756,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:03:34Z,zh,edge-tts,已更新搜索。,1.4899,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:03:46Z,zh,edge-tts,已选择聊天。,1.4762,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:03:57Z,zh,edge-tts,未识别该指令。可尝试搜索、播放第一个、暂停，或说停止自动化。,1.3566,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:04:13Z,zh,edge-tts,已结束会话。,1.4110,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:24:18Z,en,piper,Automation is running on Google Maps.,1.4326,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:24:39Z,en,piper,Done.,1.2461,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:24:47Z,en,piper,Session stopped.,0.9394,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:31:32Z,en,piper,Automation is running on YouTube.,1.0928,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:31:45Z,en,piper,Done.,0.6710,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:31:53Z,en,piper,"I did not understand that command. Try search, play first, pause, or stop automation.",0.7618,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:32:05Z,en,piper,Session stopped.,0.5375,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:38:52Z,en,piper,Automation is running on YouTube.,0.6774,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:39:13Z,en,piper,Done.,0.7868,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:39:21Z,en,piper,Session stopped.,0.9046,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:39:50Z,en,piper,"Good morning, I'm functioning properly. How can I assist you today?",0.8139,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:40:14Z,zh,edge-tts,自动化运行中在 ChatGPT,1.7782,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:40:42Z,zh,edge-tts,已发送。,1.2877,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:40:52Z,zh,edge-tts,已结束会话。,1.4237,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:41:15Z,en,piper,Automation is running on Google News.,0.9189,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:41:24Z,en,piper,"I did not understand that command. Try search, find, enter, or stop automation.",1.1393,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:41:37Z,en,piper,"I did not understand that command. Try search, find, enter, or stop automation.",1.1072,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:41:51Z,en,piper,Done.,0.5477,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:41:59Z,en,piper,Session stopped.,0.5149,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:42:13Z,en,piper,The result of 1 + 1 is 2.,0.8004,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:42:31Z,en,piper,Automation is running on YouTube.,1.0230,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:42:40Z,en,piper,Session stopped.,0.6331,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:43:03Z,en,piper,Automation is running on YouTube.,0.7311,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:43:16Z,en,piper,Done.,0.6511,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:43:25Z,en,piper,Playing the first video.,0.9757,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:43:34Z,en,piper,Session stopped.,0.9788,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:43:58Z,zh,edge-tts,自动化运行中在 YouTube,1.5107,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:44:14Z,zh,edge-tts,完成。,1.4579,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:44:26Z,zh,edge-tts,正在播放第一个视频。,1.5653,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:44:38Z,zh,edge-tts,已暂停。,1.2309,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:44:48Z,zh,edge-tts,已结束会话。,1.4540,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:45:08Z,zh,edge-tts,自动化运行中在 WhatsApp,1.4140,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:45:27Z,zh,edge-tts,已清空搜索。,1.5636,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:45:39Z,zh,edge-tts,已选择聊天。,1.5125,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:45:51Z,zh,edge-tts,已选择聊天。,1.7463,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:46:03Z,zh,edge-tts,已输入。,1.8024,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:46:15Z,zh,edge-tts,已清空消息。,1.2468,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:46:27Z,zh,edge-tts,已输入。,1.0458,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:46:43Z,zh,edge-tts,已结束会话。,1.2187,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:46:56Z,en,piper,Automation is running on WhatsApp.,0.6700,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:47:05Z,en,piper,Selected the chat.,0.5519,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:47:14Z,en,piper,"I did not understand that command. Try search, play first, pause, or stop automation.",0.7544,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:47:27Z,en,piper,Typed.,0.8964,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:47:41Z,en,piper,Cleared the message.,0.7864,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:47:50Z,en,piper,Typed.,0.5626,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:47:58Z,en,piper,Cleared the message.,0.6467,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:48:08Z,en,piper,Search updated.,0.7514,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:48:17Z,en,piper,Session stopped.,0.9675,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:48:31Z,zh,edge-tts,自动化运行中在 WhatsApp,1.5152,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:48:44Z,zh,edge-tts,已更新搜索。,1.2550,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:48:56Z,zh,edge-tts,已清空搜索。,1.3232,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:49:08Z,zh,edge-tts,已选择聊天。,1.3866,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:49:19Z,zh,edge-tts,已输入。,1.3621,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:49:29Z,zh,edge-tts,已清空消息。,1.2173,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:49:41Z,zh,edge-tts,已输入。,1.3176,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:49:51Z,zh,edge-tts,已清空消息。,1.2350,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:50:02Z,zh,edge-tts,未识别该指令。可尝试搜索、播放第一个、暂停，或说停止自动化。,1.5599,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:50:18Z,zh,edge-tts,已结束会话。,1.1487,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:51:16Z,zh,edge-tts,未识别为系统指令。你可以说：计时、截图、打开 YouTube、或网页搜索。,1.5790,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:51:34Z,zh,edge-tts,未识别为系统指令。你可以说：计时、截图、打开 YouTube、或网页搜索。,1.3773,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:51:52Z,zh,edge-tts,未识别为系统指令。你可以说：计时、截图、打开 YouTube、或网页搜索。,1.1712,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:52:14Z,zh,edge-tts,答案是 1 + 1 = 2。,1.3671,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:52:28Z,zh,edge-tts,未识别为系统指令。你可以说：计时、截图、打开 YouTube、或网页搜索。,1.1009,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:54:10Z,zh,edge-tts,答案是 6。,1.3330,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:54:23Z,en,piper,The result of 3 multiplied by 3 is 9.,0.9511,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:54:37Z,en,piper,Automation is running on WhatsApp.,0.5525,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:54:46Z,en,piper,Selected the chat.,0.7558,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:54:56Z,en,piper,Selected the chat.,0.6589,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:55:05Z,en,piper,Session stopped.,0.6170,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:55:19Z,en,piper,Today is 2026-05-24.,0.9166,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:55:34Z,zh,edge-tts,现在时间是 00:55:34。,1.4604,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:55:48Z,zh,edge-tts,今天是 2026-05-24。,1.4682,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:56:03Z,zh,edge-tts,自动化运行中在 谷歌地图,1.8404,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:56:18Z,zh,edge-tts,完成。,1.5688,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:56:27Z,zh,edge-tts,已结束会话。,1.4689,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-23T16:57:01Z,en,piper,The time is 00:57:01.,0.9824,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:57:15Z,en,piper,Today is 2026-05-24.,0.9830,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:57:46Z,en,piper,Opening your downloads folder.,0.7012,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:58:06Z,en,piper,"I didn't match a system command. You can say: set a timer, take a screenshot, open YouTube, or search the web.",1.1011,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:58:24Z,en,piper,"Computer science is the study of the theory, design, and implementation of computer systems and algorithms. It involves understanding the fundamental principles of computing, including software, hardw",1.5483,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:58:50Z,en,piper,Automation is running on Google News.,1.0589,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:59:01Z,en,piper,Done.,0.5938,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-23T16:59:09Z,en,piper,Session stopped.,0.7747,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T05:03:42Z,en,piper,Opening gesture control,0.7003,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T05:04:47Z,en,piper,The result of 1 + 1 is 2.,0.6653,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T05:24:47Z,en,piper,Opening gesture control,0.6307,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T05:26:05Z,en,piper,Opening gesture control,0.5376,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T05:26:58Z,en,piper,Automation is running on WhatsApp.,0.6231,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T05:27:08Z,en,piper,Selected the chat.,0.7690,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T05:27:16Z,en,piper,Session stopped.,0.6074,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T05:29:48Z,en,piper,"Good morning, how can I assist you today?",0.7205,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T05:30:22Z,zh,edge-tts,正在打开手势控制,1.4848,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-24T06:15:38Z,en,piper,"Good morning, I'm functioning properly. How can I assist you today?",0.8824,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T06:22:51Z,en,piper,Automation is running on WhatsApp.,1.1029,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T06:23:00Z,en,piper,Opening gesture control,0.8485,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T07:24:53Z,en,piper,Opening gesture control,0.9644,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T07:34:52Z,en,piper,Automation is running on WhatsApp.,0.7046,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T07:35:02Z,en,piper,Session stopped.,0.8149,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T07:58:17Z,en,piper,"Good morning, I'm functioning properly. How can I assist you today?",1.0154,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T08:13:56Z,en,piper,Automation is running on WhatsApp.,0.8083,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T08:14:06Z,en,piper,Selected the chat.,0.9677,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T08:14:15Z,en,piper,Session stopped.,0.6822,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T15:30:58Z,en,piper,Good morning. The result of 3 multiplied by 3 is 9.,0.8408,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T15:35:51Z,en,piper,Automation is running on WhatsApp.,0.7297,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T15:36:01Z,en,piper,Selected the chat.,0.6562,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T15:36:10Z,en,piper,Selected the chat.,0.6566,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T15:36:18Z,en,piper,Sent.,0.6077,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T15:36:26Z,en,piper,Session stopped.,0.6275,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T15:41:52Z,en,piper,The result of 1 divided by 5 is 0.2.,0.7809,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T15:44:11Z,zh,edge-tts,未识别为系统指令。你可以说：计时、截图、打开 YouTube、或网页搜索。,1.4575,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-24T15:44:30Z,zh,edge-tts,未识别为系统指令。你可以说：计时、截图、打开 YouTube、或网页搜索。,1.1693,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-24T15:45:12Z,zh,edge-tts,你好，我可以和你聊天。我们可以开始聊天了。,1.6834,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-24T15:45:38Z,zh,edge-tts,答案是 1 + 1 = 2。,1.3422,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-24T15:46:00Z,zh,edge-tts,未识别为系统指令。你可以说：计时、截图、打开 YouTube、或网页搜索。,1.4749,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-24T15:47:14Z,zh,edge-tts,科学起源于人类的观察和实验。古希腊哲学家，如亚里士多德，开始系统地研究自然现象。,1.9839,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-24T15:52:00Z,en,piper,"The meaning of life is a subjective concept that varies across cultures and individuals, but it often revolves around finding purpose, happiness, and fulfillment. It can be achieved through personal g",1.5930,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T15:52:32Z,zh,edge-tts,现代社会需要的是创新、协调和责任感。,3.1210,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-05-24T16:02:47Z,en,piper,Opening gesture control,0.6763,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T16:35:57Z,en,piper,Automation is running on WhatsApp.,0.7320,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T16:36:06Z,en,piper,"I did not understand that command. Try search, play first, pause, or stop automation.",0.9138,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T16:36:19Z,en,piper,Selected the chat.,0.6725,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-24T16:36:27Z,en,piper,Session stopped.,0.7389,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-25T03:54:13Z,en,piper,Automation is running on WhatsApp.,0.7164,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-25T03:54:23Z,en,piper,Selected the chat.,0.7100,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-25T03:54:31Z,en,piper,Session stopped.,0.6103,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-25T03:54:42Z,en,piper,Opening gesture control,0.6942,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-05-25T03:54:55Z,en,piper,Today is 2026-05-25.,0.9281,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-01T02:36:20Z,en,piper,Automation is running on WhatsApp.,1.1248,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-01T02:36:30Z,en,piper,"I did not understand that command. Try search, play first, pause, or stop automation.",0.8437,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-01T02:36:43Z,en,piper,Session stopped.,0.6377,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-01T02:37:37Z,en,piper,"Good morning Lee, I'd be happy to tell you a story. Once upon a time, in a small village, there lived a little rabbit named Rosie who loved to explore the forest.",1.1841,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-01T02:40:10Z,en,piper,"A profound question, Lee. Philosophers and scholars have debated this topic for centuries, and there's no definitive answer. It's a personal and subjective inquiry that may vary from person to person.",1.2234,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-01T02:40:32Z,en,piper,"Computer science is the study of algorithms, computer systems, and software that enable computers to process and store information. It involves the design, development, and testing of computer systems",1.2394,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-01T02:41:10Z,zh,edge-tts,李先生，今天晚上我给你讲一个关于月亮的故事。,2.2618,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-01T02:41:45Z,zh,edge-tts,未识别为系统指令。你可以说：计时、截图、打开 YouTube、或网页搜索。,1.2460,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-01T02:42:04Z,zh,edge-tts,现在时间是 10:42:04。,2.0627,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_edge_zh.mp3,ok,played directly
2026-06-01T02:43:37Z,en,piper,"I'd be happy to tell you a story. Once upon a time, in a far-off kingdom, there lived a brave little rabbit named Rosie.",1.0083,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-01T02:43:53Z,en,piper,Good morning Test. Your name is Test.,0.5864,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
2026-06-01T03:24:37Z,en,piper,Automation is running on WhatsApp.,0.7667,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\TTS\audio\out_piper_en.wav,ok,
